"X1","Report ID","Report Type","Arrest Date","Time","Area ID","Area Name","Reporting District","Age","Sex Code","Descent Code","Charge Group Code","Charge Group Description","Arrest Type Code","Charge","Charge Description","Disposition Description","Address","Cross Street","LAT","LON","Location","Booking Date","Booking Time","Booking Location","Booking Location Code","week","date","month"
2994,5942618,"BOOKING","05/28/2020 12:00:00 AM","2200","21","Topanga","2183",30,"F","W","05","Burglary","F","459PC","BURGLARY","849(B)(1) PC/TECHNICAL ARREST","4600    DESERET                      DR",NA,34.155,-118.6297,"POINT (-118.6297 34.155)","05/29/2020 12:00:00 AM","0342","VALLEY - JAIL DIV",4279,22,2020-05-28,5
2998,5946894,"BOOKING","06/01/2020 12:00:00 AM","1830","21","Topanga","2156",31,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","6700    TOPANGA CANYON               BL",NA,34.1926,-118.6059,"POINT (-118.6059 34.1926)","06/02/2020 12:00:00 AM","0431","VALLEY - JAIL DIV",4279,23,2020-06-01,6
3002,5939167,"BOOKING","05/24/2020 12:00:00 AM","2200","18","Southeast","1802",42,"M","B","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","FELONY COMPLAINT FILED","400 W  88TH                         ST",NA,33.9574,-118.2813,"POINT (-118.2813 33.9574)","05/25/2020 12:00:00 AM","0339","77TH ST",4212,21,2020-05-24,5
3003,5945470,"BOOKING","05/31/2020 12:00:00 AM","1815","10","West Valley","1005",26,"M","H","07","Vehicle Theft","F","487(D)(1)PC","GRAND THEFT AUTO/HORSE/ETC","DISTRICT ATTORNEY REJECT","SATICOY","ZELZAH",34.2084,-118.523,"POINT (-118.523 34.2084)","05/31/2020 12:00:00 AM","2027","VALLEY - JAIL DIV",4279,22,2020-05-31,5
3006,5949966,"BOOKING","06/06/2020 12:00:00 AM","1335","03","Southwest","0397",23,"F","H","23","Moving Traffic Violations","F","20001(A)VC","HIT AND RUN CAUSING INJURY/DEATH","MISDEMEANOR COMPLAINT FILED","MARTIN LUTHER KING           BL","HARVARD                      AV",34.0073,-118.298,"POINT (-118.298 34.0073)","06/06/2020 12:00:00 AM","1616","77TH ST",4212,23,2020-06-06,6
3008,5940939,"BOOKING","05/27/2020 12:00:00 AM","1201","03","Southwest","0376",22,"M","H","03","Robbery","F","211PC","ROBBERY","FELONY COMPLAINT FILED","DENVER                       ST","39TH                         ST",34.0145,-118.3045,"POINT (-118.3045 34.0145)","05/27/2020 12:00:00 AM","1924","77TH ST",4212,22,2020-05-27,5
3011,5943670,"BOOKING","05/29/2020 12:00:00 AM","1355","06","Hollywood","0645",23,"M","H","24","Miscellaneous Other Violations","M","602.5(A)PC","UNAUTHORIZED ENTRY NONCOMMERCIAL DWELLNG","MISDEMEANOR COMPLAINT FILED","1300    ORANGE",NA,34.0944,-118.3415,"POINT (-118.3415 34.0944)","05/29/2020 12:00:00 AM","1617","HOLLYWOOD",4206,22,2020-05-29,5
3022,5939622,"BOOKING","05/25/2020 12:00:00 AM","1835","13","Newton","1342",25,"M","H","05","Burglary","F","459PC","BURGLARY","FELONY COMPLAINT FILED","MARTIN LUTHER KI","CRAWFORD",34.0144,-118.2705,"POINT (-118.2705 34.0144)","05/25/2020 12:00:00 AM","2258","77TH ST",4212,22,2020-05-25,5
3024,5942389,"BOOKING","05/28/2020 12:00:00 AM","1600","15","N Hollywood","1521",32,"M","W","23","Moving Traffic Violations","F","2800.2VC","EVADING PO/DRIVE IN RECKLESS MANNER","FELONY COMPLAINT FILED","6800    FULTON                       AV",NA,34.1941,-118.4225,"POINT (-118.4225 34.1941)","05/28/2020 12:00:00 AM","1910","VALLEY - JAIL DIV",4279,22,2020-05-28,5
3027,5947288,"BOOKING","06/02/2020 12:00:00 AM","1745","12","77th Street","1258",29,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","DISTRICT ATTORNEY REJECT","7600 S  BROADWAY",NA,33.9708,-118.2783,"POINT (-118.2783 33.9708)","06/02/2020 12:00:00 AM","2116","HOLLYWOOD",4206,23,2020-06-02,6
3041,5946777,"BOOKING","06/01/2020 12:00:00 AM","2200","06","Hollywood","0676",22,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","OTHER (REQUIRES ADDITION ACTION)","GREGORY","VINE",34.0862,-118.3266,"POINT (-118.3266 34.0862)","06/02/2020 12:00:00 AM","0148","77TH ST",4212,23,2020-06-01,6
3044,5939460,"BOOKING","05/25/2020 12:00:00 AM","1630","11","Northeast","1143",42,"F","W","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","CITY ATTORNEY REJECT","2100    LYRIC                        AV",NA,34.0989,-118.2739,"POINT (-118.2739 34.0989)","05/25/2020 12:00:00 AM","1801","NORTHEAST",4211,22,2020-05-25,5
3049,5948663,"BOOKING","06/04/2020 12:00:00 AM","1505","17","Devonshire","1796",32,"M","W","24","Miscellaneous Other Violations","F","182(A)(1)PC","CONSPIRACY TO COMMIT ANY CRIME","FELONY COMPLAINT FILED","8700    BALBOA                       BL",NA,34.2285,-118.5026,"POINT (-118.5026 34.2285)","06/04/2020 12:00:00 AM","1629","VALLEY - JAIL DIV",4279,23,2020-06-04,6
3050,5947054,"BOOKING","06/01/2020 12:00:00 AM","2205","03","Southwest","0317",18,"M","B","04","Aggravated Assault","F","A187(A)PC","ATTEMPT - MURDER","FELONY COMPLAINT FILED","VERMONT                      AV","22ND                         ST",34.036,-118.2915,"POINT (-118.2915 34.036)","06/02/2020 12:00:00 AM","1313","77TH ST",4212,23,2020-06-01,6
3052,5944396,"BOOKING","05/29/2020 12:00:00 AM","2215","01","Central","0124",23,"M","H","08","Other Assaults","M","148(A)(1)PC","OBSTRUCT/ETC PUB OFCR/ETC","MISDEMEANOR COMPLAINT FILED","2ND","3RD",34.0525,-118.2432,"POINT (-118.2432 34.0525)","05/30/2020 12:00:00 AM","0322","METRO - JAIL DIVISION",4273,22,2020-05-29,5
3054,5938116,"BOOKING","05/23/2020 12:00:00 AM","0729","19","Mission","1964",30,"F","H","15","Against Family/Child","M","273.6(A)PC","DISOBEY DOMESTIC RELATIONS COURT ORDER","MISDEMEANOR COMPLAINT FILED","9200    CEDROS                       AV",NA,34.2373,-118.4535,"POINT (-118.4535 34.2373)","05/23/2020 12:00:00 AM","1130","VALLEY - JAIL DIV",4279,21,2020-05-23,5
3057,5938990,"BOOKING","05/24/2020 12:00:00 AM","1920","18","Southeast","1824",43,"M","B","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","CENTURY","CENTRAL",33.9457,-118.2541,"POINT (-118.2541 33.9457)","05/24/2020 12:00:00 AM","2144","77TH ST",4212,21,2020-05-24,5
3059,5937967,"BOOKING","05/23/2020 12:00:00 AM","0112","19","Mission","1969",26,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS",NA,"GOLDEN STATE                 FY","OSBORNE",34.2447,-118.4225,"POINT (-118.4225 34.2447)","05/23/2020 12:00:00 AM","0327","VALLEY - JAIL DIV",4279,21,2020-05-23,5
3071,5945802,"BOOKING","06/01/2020 12:00:00 AM","0030","01","Central","0164",26,"M","B","24","Miscellaneous Other Violations","O","3056PC","VIOLATION OF PAROLE","MISDEMEANOR COMPLAINT FILED","7TH","MAIN",34.0445,-118.2523,"POINT (-118.2523 34.0445)","06/01/2020 12:00:00 AM","0312","METRO - JAIL DIVISION",4273,23,2020-06-01,6
3085,5949409,"BOOKING","06/05/2020 12:00:00 AM","2002","21","Topanga","2185",34,"M","W","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","MULHOLLAND                   DR","MULHOLLAND",34.1491,-118.6124,"POINT (-118.6124 34.1491)","06/05/2020 12:00:00 AM","2257","METRO - JAIL DIVISION",4273,23,2020-06-05,6
3092,5948331,"BOOKING","06/03/2020 12:00:00 AM","2000","11","Northeast","1124",23,"M","H","05","Burglary","F","459PC","BURGLARY","FELONY COMPLAINT FILED","3300 N  SAN FERNANDO                 RD",NA,34.1178,-118.2488,"POINT (-118.2488 34.1178)","06/04/2020 12:00:00 AM","0053","METRO - JAIL DIVISION",4273,23,2020-06-03,6
3103,5945115,"BOOKING","05/31/2020 12:00:00 AM","0105","01","Central","0135",29,"M","B","12","Weapon (carry/poss)","F","25400(A)2PC","CARRYING CONCEALED WEAPON UPON PERSON","FELONY COMPLAINT FILED","4TH                          ST","SPRING                       ST",34.0488,-118.2483,"POINT (-118.2483 34.0488)","05/31/2020 12:00:00 AM","0246","77TH ST",4212,22,2020-05-31,5
3111,5903460,"BOOKING","05/27/2020 12:00:00 AM","1630","09","Van Nuys","0933",38,"M","H","12","Weapon (carry/poss)","F","29800(A)1PC","POSS F/ARM BY CONVICTED FELON/ADDICT/ETC","FELONY COMPLAINT FILED","14600    FRIAR                        ST",NA,34.1857,-118.4509,"POINT (-118.4509 34.1857)","03/18/2020 12:00:00 AM","2057","VALLEY - JAIL DIV",4279,22,2020-05-27,5
3112,5938218,"BOOKING","05/23/2020 12:00:00 AM","1330","04","Hollenbeck","0457",29,"M","H","24","Miscellaneous Other Violations","M","166(C)(1)PC","VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD","MISDEMEANOR COMPLAINT FILED","2400    BOULDER                      ST",NA,34.0495,-118.2061,"POINT (-118.2061 34.0495)","05/23/2020 12:00:00 AM","1629","METRO - JAIL DIVISION",4273,21,2020-05-23,5
3113,5938134,"BOOKING","05/23/2020 12:00:00 AM","0920","04","Hollenbeck","0426",60,"F","H","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","DISTRICT ATTORNEY REJECT","HUNTINGTON","EL SERENO",34.0862,-118.1784,"POINT (-118.1784 34.0862)","05/23/2020 12:00:00 AM","1214","METRO - JAIL DIVISION",4273,21,2020-05-23,5
3116,5938783,"BOOKING","05/24/2020 12:00:00 AM","1200","16","Foothill","1684",44,"M","H","08","Other Assaults","M","243(A)PC","BATTERY ON PERSON","MISDEMEANOR COMPLAINT FILED","7700    LAUREL CANYON                BL",NA,34.2103,-118.3965,"POINT (-118.3965 34.2103)","05/24/2020 12:00:00 AM","1356","VALLEY - JAIL DIV",4279,21,2020-05-24,5
3119,5949226,"BOOKING","06/05/2020 12:00:00 AM","1150","20","Olympic","2029",29,"M","H","08","Other Assaults","M","243(A)PC","BATTERY ON PERSON",NA,"WILSHIRE                     BL","SHATTO",34.0618,-118.2903,"POINT (-118.2903 34.0618)","06/05/2020 12:00:00 AM","1608","METRO - JAIL DIVISION",4273,23,2020-06-05,6
3120,5947511,"BOOKING","06/02/2020 12:00:00 AM","2130","11","Northeast","1162",19,"M","H","03","Robbery","F","211PC","ROBBERY","FELONY COMPLAINT FILED","MADISON","SANTA MONICA",34.0909,-118.2893,"POINT (-118.2893 34.0909)","06/03/2020 12:00:00 AM","0103","VALLEY - JAIL DIV",4279,23,2020-06-02,6
3122,5946946,"BOOKING","06/02/2020 12:00:00 AM","0450","01","Central","0138",36,"M","B","03","Robbery","F","211PC","ROBBERY","FELONY COMPLAINT FILED","200    BOYD                         ST",NA,34.0478,-118.2454,"POINT (-118.2454 34.0478)","06/02/2020 12:00:00 AM","0725","METRO - JAIL DIVISION",4273,23,2020-06-02,6
3138,5944820,"BOOKING","05/30/2020 12:00:00 AM","1410","21","Topanga","2146",42,"M","B","06","Larceny","F","487(A)PC","GRAND THEFT MONEY/PROPERTY > $400","FELONY COMPLAINT FILED","TOPANGA CANYON","SHERMAN",34.201,-118.6059,"POINT (-118.6059 34.201)","05/30/2020 12:00:00 AM","2041","VALLEY - JAIL DIV",4279,22,2020-05-30,5
3142,5938412,"BOOKING","05/23/2020 12:00:00 AM","1915","01","Central","0154",32,"M","B","03","Robbery","F","211PC","ROBBERY","FELONY COMPLAINT FILED","6TH","MAPLE",34.046,-118.2493,"POINT (-118.2493 34.046)","05/23/2020 12:00:00 AM","2152","METRO - JAIL DIVISION",4273,21,2020-05-23,5
3152,5948857,"BOOKING","06/04/2020 12:00:00 AM","2215","05","Harbor","0506",41,"M","H","24","Miscellaneous Other Violations","M","166(C)(1)PC","VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD","MISDEMEANOR COMPLAINT FILED","1300 W  220TH                        ST",NA,33.828,-118.2995,"POINT (-118.2995 33.828)","06/04/2020 12:00:00 AM","2302","HARBOR",4205,23,2020-06-04,6
3153,5939753,"BOOKING","05/25/2020 12:00:00 AM","2200","20","Olympic","2031",29,"M","H","03","Robbery","F","211PC","ROBBERY","FELONY COMPLAINT FILED","700 S  WESTERN                      AV",NA,34.0599,-118.3139,"POINT (-118.3139 34.0599)","05/26/2020 12:00:00 AM","0233","METRO - JAIL DIVISION",4273,22,2020-05-25,5
3161,5949816,"BOOKING","06/06/2020 12:00:00 AM","0350","04","Hollenbeck","0422",29,"M","H","05","Burglary","F","459PC","BURGLARY","FELONY COMPLAINT FILED","2000    WORKMAN                      ST",NA,34.0676,-118.2142,"POINT (-118.2142 34.0676)","06/06/2020 12:00:00 AM","0549","METRO - JAIL DIVISION",4273,23,2020-06-06,6
3163,5939357,"BOOKING","05/25/2020 12:00:00 AM","0925","02","Rampart","0261",20,"M","H","04","Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","FELONY COMPLAINT FILED","800 S  CARONDELET                   ST",NA,34.0568,-118.2821,"POINT (-118.2821 34.0568)","05/25/2020 12:00:00 AM","1353","VALLEY - JAIL DIV",4279,22,2020-05-25,5
3165,5940419,"BOOKING","05/27/2020 12:00:00 AM","0019","10","West Valley","1008",34,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","VANOWEN","VALJEAN",34.1939,-118.4858,"POINT (-118.4858 34.1939)","05/27/2020 12:00:00 AM","0211","VALLEY - JAIL DIV",4279,22,2020-05-27,5
3166,5940460,"BOOKING","05/27/2020 12:00:00 AM","0030","10","West Valley","1034",15,"F","H","08","Other Assaults","M","243(A)PC","BATTERY ON PERSON",NA,"6300    RESEDA                       BL",NA,34.1848,-118.536,"POINT (-118.536 34.1848)","05/27/2020 12:00:00 AM","0350","VALLEY - JAIL DIV",4279,22,2020-05-27,5
3170,5943431,"BOOKING","05/29/2020 12:00:00 AM","1105","04","Hollenbeck","0479",45,"M","H","04","Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","FELONY COMPLAINT FILED","3700    LEE                          ST",NA,34.0227,-118.1942,"POINT (-118.1942 34.0227)","05/29/2020 12:00:00 AM","1413","METRO - JAIL DIVISION",4273,22,2020-05-29,5
3171,5943734,"BOOKING","05/29/2020 12:00:00 AM","1600","14","Pacific","1451",37,"M","H","16","Narcotic Drug Laws","M","11377(A)HS","POSSESSION CONTROLLED SUBSTANCE","MISDEMEANOR COMPLAINT FILED","YAWL","OCEAN FRONT",33.9695,-118.4606,"POINT (-118.4606 33.9695)","05/29/2020 12:00:00 AM","1855","PACIFIC",4214,22,2020-05-29,5
3172,5948982,"BOOKING","06/04/2020 12:00:00 AM","1920","02","Rampart","0202",35,"M","H","04","Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","FELONY COMPLAINT FILED","4300    NORMAL                       AV",NA,34.0888,-118.2881,"POINT (-118.2881 34.0888)","06/05/2020 12:00:00 AM","0225","METRO - JAIL DIVISION",4273,23,2020-06-04,6
3176,5941249,"BOOKING","05/27/2020 12:00:00 AM","2200","06","Hollywood","0647",23,"M","B","03","Robbery","F","211PC","ROBBERY","FELONY COMPLAINT FILED","6200    HOLLYWOOD",NA,34.1017,-118.3245,"POINT (-118.3245 34.1017)","05/27/2020 12:00:00 AM","2335","HOLLYWOOD",4206,22,2020-05-27,5
3186,5944704,"BOOKING","05/30/2020 12:00:00 AM","0950","03","Southwest","0312",23,"M","H","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","FELONY COMPLAINT FILED","2800    ALSACE                       AV",NA,34.0299,-118.3564,"POINT (-118.3564 34.0299)","05/30/2020 12:00:00 AM","1223","77TH ST",4212,22,2020-05-30,5
3192,5945290,"BOOKING","05/31/2020 12:00:00 AM","0020","07","Wilshire","0701",18,"M","H","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","MISDEMEANOR COMPLAINT FILED","MELROSE                      AV","MARTINLUTHER                 AV",34.0847,-118.3686,"POINT (-118.3686 34.0847)","05/31/2020 12:00:00 AM","0950","77TH ST",4212,22,2020-05-31,5
3194,5949852,"BOOKING","06/06/2020 12:00:00 AM","0715","14","Pacific","1494",22,"M","B","16","Narcotic Drug Laws","M","11357(C)HS","POSS OF MORE THAN 28.5 GRAMS OF MARIJUANA","MISDEMEANOR COMPLAINT FILED","400    WORLD WAY                    WY",NA,33.942,-118.4095,"POINT (-118.4095 33.942)","06/06/2020 12:00:00 AM","0859","PACIFIC",4214,23,2020-06-06,6
3199,5942563,"BOOKING","05/28/2020 12:00:00 AM","2300","13","Newton","1373",16,"M","H","05","Burglary","F","459PC","BURGLARY","OTHER LAW ENFORCEMENT AGENCY","600 E  56TH                         ST",NA,33.9916,-118.2652,"POINT (-118.2652 33.9916)","05/29/2020 12:00:00 AM","0117","77TH ST",4212,22,2020-05-28,5
3203,5942731,"BOOKING","05/29/2020 12:00:00 AM","1000","06","Hollywood","0668",31,"M","B","16","Narcotic Drug Laws","F","11379(A)HS","TRANSPORT/SELL CONTROLLED SUBSTANCE","FELONY COMPLAINT FILED","ST ANDREWS","FOUNTAIN",34.0948,-118.3114,"POINT (-118.3114 34.0948)","05/29/2020 12:00:00 AM","1048","HOLLYWOOD",4206,22,2020-05-29,5
3208,5946376,"BOOKING","05/31/2020 12:00:00 AM","1435","01","Central","0192",35,"F","B","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","FELONY COMPLAINT FILED","S  HILL                         ST","W  WASHINGTON                   BL",34.032,-118.2657,"POINT (-118.2657 34.032)","06/01/2020 12:00:00 AM","2247","METRO - JAIL DIVISION",4273,22,2020-05-31,5
3211,5939064,"BOOKING","05/24/2020 12:00:00 AM","2145","04","Hollenbeck","0497",28,"M","H","03","Robbery","F","A211PC","ATTEMPT - ROBBERY","CITY ATTORNEY REJECT","3400 E  PICO                         BL",NA,34.018,-118.2065,"POINT (-118.2065 34.018)","05/25/2020 12:00:00 AM","0018","METRO - JAIL DIVISION",4273,21,2020-05-24,5
3212,5940203,"BOOKING","05/26/2020 12:00:00 AM","1740","06","Hollywood","0649",45,"M","H","23","Moving Traffic Violations","M","14601.2AVC","DRIVE W/LIC SUSPEND/REVOKE 4 DRUGS/ALCOHL","MISDEMEANOR COMPLAINT FILED","NORMANDIE","SUNSET",34.0981,-118.3005,"POINT (-118.3005 34.0981)","05/26/2020 12:00:00 AM","1915","HOLLYWOOD",4206,22,2020-05-26,5
3213,5947226,"BOOKING","06/02/2020 12:00:00 AM","1800","15","N Hollywood","1586",20,"M","B","24","Miscellaneous Other Violations","M","594(A)(1)PC","DEFACE PROPERTY","MISDEMEANOR COMPLAINT FILED","3900 N  LANKERSHIM                   BL",NA,34.1425,-118.3643,"POINT (-118.3643 34.1425)","06/02/2020 12:00:00 AM","2021","VALLEY - JAIL DIV",4279,23,2020-06-02,6
3214,5938590,"BOOKING","05/23/2020 12:00:00 AM","2230","18","Southeast","1849",27,"M","B","08","Other Assaults","M","148(A)(1)PC","OBSTRUCT/ETC PUB OFCR/ETC","MISDEMEANOR COMPLAINT FILED","2200 E  111TH                        ST",NA,33.9343,-118.2335,"POINT (-118.2335 33.9343)","05/24/2020 12:00:00 AM","0243","77TH ST",4212,21,2020-05-23,5
3216,5938786,"BOOKING","05/24/2020 12:00:00 AM","0930","14","Pacific","1431",44,"M","W","24","Miscellaneous Other Violations","F","3455(B)1PC","WARRANT-PETITION TO REVOKE COMMUNITY SUPVN","FELONY COMPLAINT FILED","VENICE","DELL",33.9863,-118.468,"POINT (-118.468 33.9863)","05/24/2020 12:00:00 AM","1411","77TH ST",4212,21,2020-05-24,5
3222,5939022,"BOOKING","05/24/2020 12:00:00 AM","2111","13","Newton","1309",39,"M","H","24","Miscellaneous Other Violations","F","3455(B)1PC","WARRANT-PETITION TO REVOKE COMMUNITY SUPVN","FELONY COMPLAINT FILED","SANTA FE","OLYMPIC",34.0256,-118.2299,"POINT (-118.2299 34.0256)","05/24/2020 12:00:00 AM","2239","77TH ST",4212,21,2020-05-24,5
3229,5949083,"BOOKING","06/05/2020 12:00:00 AM","0133","19","Mission","1961",29,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS",NA,"SAN DIEGO                    FY","NORDHOFF",34.2427,-118.4702,"POINT (-118.4702 34.2427)","06/05/2020 12:00:00 AM","0533","VALLEY - JAIL DIV",4279,23,2020-06-05,6
3232,5944733,"BOOKING","05/30/2020 12:00:00 AM","1215","18","Southeast","1822",51,"M","H","24","Miscellaneous Other Violations","F","646.9(A)PC","STALKING","FELONY COMPLAINT FILED","100 W  CENTURY                      BL",NA,33.9456,-118.2739,"POINT (-118.2739 33.9456)","05/30/2020 12:00:00 AM","1440","77TH ST",4212,22,2020-05-30,5
3233,5939097,"BOOKING","05/24/2020 12:00:00 AM","2354","17","Devonshire","1776",43,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS",NA,"15600    NORDHOFF                     ST",NA,34.2438,-118.498,"POINT (-118.498 34.2438)","05/25/2020 12:00:00 AM","0108","VALLEY - JAIL DIV",4279,21,2020-05-24,5
3234,5946810,"BOOKING","06/01/2020 12:00:00 AM","2105","06","Hollywood","0647",29,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","1500 N  CAHUENGA",NA,34.0998,-118.3211,"POINT (-118.3211 34.0998)","06/02/2020 12:00:00 AM","0238","HOLLYWOOD",4206,23,2020-06-01,6
3237,5948452,"BOOKING","06/03/2020 12:00:00 AM","2100","01","Central","0152",28,"M","H","04","Aggravated Assault","F","A187(A)PC","ATTEMPT - MURDER","FELONY COMPLAINT FILED","6TH                          ST","MAIN                         ST",34.0491,-118.2558,"POINT (-118.2558 34.0491)","06/04/2020 12:00:00 AM","0254","77TH ST",4212,23,2020-06-03,6
3239,5938455,"BOOKING","05/23/2020 12:00:00 AM","2020","19","Mission","1984",27,"M","H","08","Other Assaults","M","243(E)(1)PC","BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL","MISDEMEANOR COMPLAINT FILED","8300    WILLIS                       AV",NA,34.2215,-118.4553,"POINT (-118.4553 34.2215)","05/23/2020 12:00:00 AM","2309","VALLEY - JAIL DIV",4279,21,2020-05-23,5
3245,5941667,"BOOKING","05/28/2020 12:00:00 AM","1030","19","Mission","1981",48,"M","W","16","Narcotic Drug Laws","F","11366HS","MAINTAIN PLACE TO SELL CONTROLLED SUBS","MISDEMEANOR COMPLAINT FILED","8500    SEPULVEDA                    BL",NA,34.2267,-118.4704,"POINT (-118.4704 34.2267)","05/28/2020 12:00:00 AM","1546","VALLEY - JAIL DIV",4279,22,2020-05-28,5
3249,5945513,"BOOKING","05/31/2020 12:00:00 AM","1930","01","Central","0124",28,"F","H","24","Miscellaneous Other Violations","M","602PC","TRESPASSING",NA,"200 N  SPRING                       ST",NA,34.054,-118.2435,"POINT (-118.2435 34.054)","05/31/2020 12:00:00 AM","2132","METRO - JAIL DIVISION",4273,22,2020-05-31,5
3256,5948836,"BOOKING","06/04/2020 12:00:00 AM","2130","03","Southwest","0328",30,"M","B","08","Other Assaults","M","243(E)(1)PC","BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL","849(B)(1) PC/TECHNICAL ARREST","27TH                         ST","FIGUEROA                     ST",34.0274,-118.2773,"POINT (-118.2773 34.0274)","06/04/2020 12:00:00 AM","2227","77TH ST",4212,23,2020-06-04,6
3257,5949260,"BOOKING","06/05/2020 12:00:00 AM","1635","12","77th Street","1267",31,"M","H","24","Miscellaneous Other Violations","M","166(C)(1)PC","VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD","MISDEMEANOR COMPLAINT FILED","8400 S  OLIVE                        ST",NA,33.9624,-118.2793,"POINT (-118.2793 33.9624)","06/05/2020 12:00:00 AM","1817","77TH ST",4212,23,2020-06-05,6
